Product Name,Barcode Formats,Category,Manufacturer,Description,Ingredients,Nutrition Facts,Attributes,Image1,Image2,Image3,Image4,Image5,Image6,Image7
Philips Norelco Multigroom 9000 Prestige All-in-One Trimmer,"UPC-A 075020103338, EAN-13 0075020103338",Personal Care > Shaving & Grooming > Electric Razors,Philips,"Philips Norelco Multigroom 9000 Prestige All-in-One Trimmer. The Philips Norelco Multigroom 9000 Prestige is the all-in-one trimmer for ultimate precision with our most advanced blades that also cuts hair. Enjoy best-in-class styling from head-to-toe with our most advanced trimmer for the ultimate design and control. The full steel frame, dark black color, textured steel and rubber grip deliver superior control and the Lithium-ion battery yields 6 hours of runtime for any area of your body. The travel lock allows convenient storage even while on-the-go and traveling.",Not found,Not found,"['MPN: 3161149', 'Size: One size', 'Color: black', 'Age Group: adult', 'Gender: unisex', 'Weight: 7 lb']",https://images.barcodelookup.com/52822/528228222-1.jpg,https://images.barcodelookup.com/52822/528228222-2.jpg,https://images.barcodelookup.com/52822/528228222-3.jpg,https://images.barcodelookup.com/52822/528228222-4.jpg,https://images.barcodelookup.com/52822/528228222-5.jpg
